"gene","BHI_mean","Serum_mean","HSerum_mean","BHI_norm","Serum_norm","HSerum_norm","any_insertions","serum_depleted","bhi_depleted","log2FC_serum","category"
"FGLBJAKE_00877",11,0,7.66666666666667,109.823550162739,0,75.7660607577924,TRUE,TRUE,FALSE,-6.79212067849754,"Depleted in Serum"
"FGLBJAKE_00921",19.3333333333333,0,20.3333333333333,193.023209376934,0,200.944769835884,TRUE,TRUE,FALSE,-7.60008543007484,"Depleted in Serum"
"FGLBJAKE_00923",6.33333333333333,0,0,63.2317410027889,0,0,TRUE,TRUE,FALSE,-6.00521449614354,"Depleted in Serum"
"FGLBJAKE_00934",19.6666666666667,0,0,196.351195745502,0,0,TRUE,TRUE,FALSE,-7.62462145028205,"Depleted in Serum"
"FGLBJAKE_00952",11.6666666666667,0,0,116.479522899874,0,0,TRUE,TRUE,FALSE,-6.87626550158364,"Depleted in Serum"
"FGLBJAKE_00954",34.6666666666667,0,19,346.110582331055,0,187.768063617138,TRUE,TRUE,FALSE,-8.43925153893382,"Depleted in Serum"
"FGLBJAKE_00990",16.3333333333333,0,0,163.071332059824,0,0,TRUE,TRUE,FALSE,-7.35817937068472,"Depleted in Serum"
"FGLBJAKE_01028",17.6666666666667,0,0,176.383277534095,0,0,TRUE,TRUE,FALSE,-7.47072619853554,"Depleted in Serum"
"FGLBJAKE_01029",6,0,0.666666666666667,59.903754634221,0,6.58835310937325,TRUE,TRUE,FALSE,-5.92845926596148,"Depleted in Serum"
"FGLBJAKE_01060",22.6666666666667,0,25.6666666666667,226.303073062613,0,253.65159471087,TRUE,TRUE,FALSE,-7.82847337882367,"Depleted in Serum"
"FGLBJAKE_01062",53.6666666666667,0,94.3333333333333,535.805805339421,0,932.251964976315,TRUE,TRUE,FALSE,-9.06825646356525,"Depleted in Serum"
"FGLBJAKE_01066",20.6666666666667,0,0,206.335154851206,0,0,TRUE,TRUE,FALSE,-7.69582094408754,"Depleted in Serum"
"FGLBJAKE_01076",19.6666666666667,0,34.3333333333333,196.351195745502,0,339.300185132722,TRUE,TRUE,FALSE,-7.62462145028205,"Depleted in Serum"
"FGLBJAKE_01122",46,0,0,459.262118862361,0,0,TRUE,TRUE,FALSE,-8.84631189851438,"Depleted in Serum"
"FGLBJAKE_01147",64,0,0,638.973382765024,0,0,TRUE,TRUE,FALSE,-9.32186809277572,"Depleted in Serum"
"FGLBJAKE_01150",2.66666666666667,0,0,26.6238909485427,0,0,TRUE,TRUE,FALSE,-4.78784463884279,"Depleted in Serum"
"FGLBJAKE_01164",6.66666666666667,0,0,66.5597273713567,0,0,TRUE,TRUE,FALSE,-6.078091601227,"Depleted in Serum"
"FGLBJAKE_01182",40.6666666666667,0,1.66666666666667,406.014336965276,0,16.4708827734331,TRUE,TRUE,FALSE,-8.6689358036874,"Depleted in Serum"
"FGLBJAKE_01231",25,0,52.3333333333333,249.598977642588,0,517.1857190858,TRUE,TRUE,FALSE,-7.96923671874823,"Depleted in Serum"
"FGLBJAKE_01282",21.6666666666667,0,0,216.319113956909,0,0,TRUE,TRUE,FALSE,-7.76367125982142,"Depleted in Serum"
"FGLBJAKE_01286",27.3333333333333,0,6.33333333333333,272.894882222562,0,62.5893545390459,TRUE,TRUE,FALSE,-8.09747849904142,"Depleted in Serum"
"FGLBJAKE_01332",19.3333333333333,0,3.33333333333333,193.023209376934,0,32.9417655468663,TRUE,TRUE,FALSE,-7.60008543007484,"Depleted in Serum"
"FGLBJAKE_01334",2.33333333333333,0,0,23.2959045799748,0,0,TRUE,TRUE,FALSE,-4.6026412424588,"Depleted in Serum"
"FGLBJAKE_01376",3.66666666666667,0,0,36.6078500542462,0,0,TRUE,TRUE,FALSE,-5.2329619283931,"Depleted in Serum"
"FGLBJAKE_01453",23.3333333333333,0,11,232.959045799748,0,108.707826304659,TRUE,TRUE,FALSE,-7.87011219995679,"Depleted in Serum"
"FGLBJAKE_01514",50.6666666666667,0,30.6666666666667,505.853928022311,0,303.064243031169,TRUE,TRUE,FALSE,-8.98542622165528,"Depleted in Serum"
"FGLBJAKE_01519",16.3333333333333,0,7,163.071332059824,0,69.1777076484191,TRUE,TRUE,FALSE,-7.35817937068472,"Depleted in Serum"
"FGLBJAKE_01531",34,0,13,339.454609593919,0,128.472885632778,TRUE,TRUE,FALSE,-8.41131865650295,"Depleted in Serum"
"FGLBJAKE_01533",11.6666666666667,0,2.33333333333333,116.479522899874,0,23.0592358828064,TRUE,TRUE,FALSE,-6.87626550158364,"Depleted in Serum"
"FGLBJAKE_01658",43.6666666666667,0,0,435.966214282386,0,0,TRUE,TRUE,FALSE,-8.77137792631625,"Depleted in Serum"
"FGLBJAKE_01668",9.33333333333333,0,0,93.1836183198994,0,0,TRUE,TRUE,FALSE,-6.55740424364395,"Depleted in Serum"
"FGLBJAKE_01676",40.6666666666667,0,0,406.014336965276,0,0,TRUE,TRUE,FALSE,-8.6689358036874,"Depleted in Serum"
"FGLBJAKE_01704",14.6666666666667,0,15,146.431400216985,0,148.237944960898,TRUE,TRUE,FALSE,-7.20390001483759,"Depleted in Serum"
"FGLBJAKE_01718",6,0,1.33333333333333,59.903754634221,0,13.1767062187465,TRUE,TRUE,FALSE,-5.92845926596148,"Depleted in Serum"
"FGLBJAKE_01749",3.66666666666667,0,0,36.6078500542462,0,0,TRUE,TRUE,FALSE,-5.2329619283931,"Depleted in Serum"
"FGLBJAKE_01845",26.3333333333333,0,6,262.910923116859,0,59.2951779843592,TRUE,TRUE,FALSE,-8.04390725396826,"Depleted in Serum"
"FGLBJAKE_01846",38,0,21,379.390446016733,0,207.533122945257,TRUE,TRUE,FALSE,-8.57133720133237,"Depleted in Serum"
"FGLBJAKE_01871",17.6666666666667,0,0,176.383277534095,0,0,TRUE,TRUE,FALSE,-7.47072619853554,"Depleted in Serum"
"FGLBJAKE_01885",22.6666666666667,0,0,226.303073062613,0,0,TRUE,TRUE,FALSE,-7.82847337882367,"Depleted in Serum"
"FGLBJAKE_01930",21.6666666666667,0,0,216.319113956909,0,0,TRUE,TRUE,FALSE,-7.76367125982142,"Depleted in Serum"
"FGLBJAKE_02095",42,0,27,419.326282439547,0,266.828300929617,TRUE,TRUE,FALSE,-8.71536585887395,"Depleted in Serum"
"FGLBJAKE_02107",17.6666666666667,0,10.6666666666667,176.383277534095,0,105.413649749972,TRUE,TRUE,FALSE,-7.47072619853554,"Depleted in Serum"
"FGLBJAKE_02112",17,0,0,169.72730479696,0,0,TRUE,TRUE,FALSE,-7.41555000001462,"Depleted in Serum"
"FGLBJAKE_02129",9.66666666666667,0,0.666666666666667,96.5116046884672,0,6.58835310937325,TRUE,TRUE,FALSE,-6.6075020166239,"Depleted in Serum"
"FGLBJAKE_02135",3,0,16.6666666666667,29.9518773171105,0,164.708827734331,TRUE,TRUE,FALSE,-4.95195501043185,"Depleted in Serum"
"FGLBJAKE_02139",12,0,0,119.807509268442,0,0,TRUE,TRUE,FALSE,-6.91656632363998,"Depleted in Serum"
"FGLBJAKE_02157",41.6666666666667,0,56.6666666666667,415.998296070979,0,560.010014296726,TRUE,TRUE,FALSE,-8.70389767834881,"Depleted in Serum"
"FGLBJAKE_02186",50.3333333333333,0,33.3333333333333,502.525941653743,0,329.417655468663,TRUE,TRUE,FALSE,-8.9759222975621,"Depleted in Serum"
"FGLBJAKE_02197",116.333333333333,0,88.3333333333333,1161.46724263017,0,872.956786991956,TRUE,TRUE,FALSE,-10.1829743474971,"Depleted in Serum"
"FGLBJAKE_02212",11.3333333333333,0,0,113.151536531306,0,0,TRUE,TRUE,FALSE,-6.83480646879574,"Depleted in Serum"
"FGLBJAKE_02216",26,0,0,259.582936748291,0,0,TRUE,TRUE,FALSE,-8.02559880754654,"Depleted in Serum"
"FGLBJAKE_02221",8.66666666666667,0,0,86.5276455827637,0,0,TRUE,TRUE,FALSE,-6.45166685864141,"Depleted in Serum"
"FGLBJAKE_02254",5,0,8.66666666666667,49.9197955285175,0,85.6485904218522,TRUE,TRUE,FALSE,-5.6701547209101,"Depleted in Serum"
"FGLBJAKE_02258",76.6666666666667,0,18.6666666666667,765.436864770602,0,184.473887062451,TRUE,TRUE,FALSE,-9.58202314456313,"Depleted in Serum"
"FGLBJAKE_02281",13.6666666666667,0,0,136.447441111281,0,0,TRUE,TRUE,FALSE,-7.10273623791021,"Depleted in Serum"
"FGLBJAKE_02286",7,0,44.6666666666667,69.8877137399245,0,441.419658328008,TRUE,TRUE,FALSE,-6.14746369608318,"Depleted in Serum"
"FGLBJAKE_02289",4.66666666666667,0,9.66666666666667,46.5918091599497,0,95.5311200859121,TRUE,TRUE,FALSE,-5.57264139318651,"Depleted in Serum"
"FGLBJAKE_02346",13.6666666666667,0,0,136.447441111281,0,0,TRUE,TRUE,FALSE,-7.10273623791021,"Depleted in Serum"
"FGLBJAKE_02355",28.3333333333333,0,0,282.878841328266,0,0,TRUE,TRUE,FALSE,-8.14913151277732,"Depleted in Serum"
"FGLBJAKE_02395",55,0,0,549.117750813693,0,0,TRUE,TRUE,FALSE,-9.10359664538061,"Depleted in Serum"
"FGLBJAKE_02403",67.3333333333333,0,0,672.253246450702,0,0,TRUE,TRUE,FALSE,-9.39500547124439,"Depleted in Serum"
"FGLBJAKE_02407",4.33333333333333,0,0.333333333333333,43.2638227913818,0,3.29417655468662,TRUE,TRUE,FALSE,-5.46805614801473,"Depleted in Serum"
"FGLBJAKE_02473",54,0,0,539.133791707989,0,0,TRUE,TRUE,FALSE,-9.07717299839518,"Depleted in Serum"
"FGLBJAKE_02535",61.3333333333333,0,63,612.349491816482,0,622.599368835772,TRUE,TRUE,FALSE,-9.26056555803262,"Depleted in Serum"
"FGLBJAKE_02565",4,0,25.6666666666667,39.935836422814,0,253.65159471087,TRUE,TRUE,FALSE,-5.35529246843525,"Depleted in Serum"
"FGLBJAKE_02573",5,0,0,49.9197955285175,0,0,TRUE,TRUE,FALSE,-5.6701547209101,"Depleted in Serum"
"FGLBJAKE_02602",12.3333333333333,0,0,123.13549563701,0,0,TRUE,TRUE,FALSE,-6.95577189232853,"Depleted in Serum"
"FGLBJAKE_02607",2.66666666666667,0,0,26.6238909485427,0,0,TRUE,TRUE,FALSE,-4.78784463884279,"Depleted in Serum"
"FGLBJAKE_02639",7.66666666666667,0,0,76.5436864770602,0,0,TRUE,TRUE,FALSE,-6.27693741826314,"Depleted in Serum"
"FGLBJAKE_02713",9.66666666666667,0,6.66666666666667,96.5116046884672,0,65.8835310937325,TRUE,TRUE,FALSE,-6.6075020166239,"Depleted in Serum"
"FGLBJAKE_02715",34.3333333333333,0,27,342.782595962487,0,266.828300929617,TRUE,TRUE,FALSE,-8.42535269982,"Depleted in Serum"
"FGLBJAKE_02731",97.6666666666667,0,79,975.100005990375,0,780.71984346073,TRUE,TRUE,FALSE,-9.93088515595954,"Depleted in Serum"
"FGLBJAKE_02737",21.6666666666667,0,10,216.319113956909,0,98.8252966405987,TRUE,TRUE,FALSE,-7.76367125982142,"Depleted in Serum"
"FGLBJAKE_02738",25.3333333333333,0,11.6666666666667,252.926964011155,0,115.296179414032,TRUE,TRUE,FALSE,-7.98826978987909,"Depleted in Serum"
"FGLBJAKE_02768",11,0,9,109.823550162739,0,88.9427669765389,TRUE,TRUE,FALSE,-6.79212067849754,"Depleted in Serum"
"FGLBJAKE_02779",2.66666666666667,0,0,26.6238909485427,0,0,TRUE,TRUE,FALSE,-4.78784463884279,"Depleted in Serum"
"FGLBJAKE_02784",20.6666666666667,0,0,206.335154851206,0,0,TRUE,TRUE,FALSE,-7.69582094408754,"Depleted in Serum"
"FGLBJAKE_02786",164,0,0.666666666666667,1637.36929333537,0,6.58835310937325,TRUE,TRUE,FALSE,-10.6780448660697,"Depleted in Serum"
"FGLBJAKE_02827",4.33333333333333,0,0,43.2638227913818,0,0,TRUE,TRUE,FALSE,-5.46805614801473,"Depleted in Serum"
"FGLBJAKE_02881",4,0,0,39.935836422814,0,0,TRUE,TRUE,FALSE,-5.35529246843525,"Depleted in Serum"
"FGLBJAKE_02924",6.33333333333333,0,4.33333333333333,63.2317410027889,0,42.8242952109261,TRUE,TRUE,FALSE,-6.00521449614354,"Depleted in Serum"
"FGLBJAKE_02925",8,0,0,79.871672845628,0,0,TRUE,TRUE,FALSE,-6.33756254906699,"Depleted in Serum"
"FGLBJAKE_02994",16,0,0,159.743345691256,0,0,TRUE,TRUE,FALSE,-7.32861520516974,"Depleted in Serum"
"FGLBJAKE_03060",13.3333333333333,0,0,133.119454742713,0,0,TRUE,TRUE,FALSE,-7.06737471281191,"Depleted in Serum"
"FGLBJAKE_03100",49.3333333333333,0,7.33333333333333,492.541982548039,0,72.4718842031057,TRUE,TRUE,FALSE,-8.94702900077396,"Depleted in Serum"
