"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0046049","GO:0046049","8/146","12/986",0.666666666666667,4.50228310502283,5.08647944495258,5.66961930355266e-05,0.0021498977422566,0.00192278255556676,"FGLBJAKE_00864/FGLBJAKE_00865/FGLBJAKE_00862/FGLBJAKE_00867/FGLBJAKE_00869/FGLBJAKE_00866/FGLBJAKE_00863/FGLBJAKE_00861",8
"GO:0046131","GO:0046131","9/146","15/986",0.6,4.05205479452055,4.96344531138654,6.15722503748907e-05,0.0021498977422566,0.00192278255556676,"FGLBJAKE_02275/FGLBJAKE_00864/FGLBJAKE_00865/FGLBJAKE_00862/FGLBJAKE_00867/FGLBJAKE_00869/FGLBJAKE_00866/FGLBJAKE_00863/FGLBJAKE_00861",9
"GO:0046132","GO:0046132","9/146","15/986",0.6,4.05205479452055,4.96344531138654,6.15722503748907e-05,0.0021498977422566,0.00192278255556676,"FGLBJAKE_02275/FGLBJAKE_00864/FGLBJAKE_00865/FGLBJAKE_00862/FGLBJAKE_00867/FGLBJAKE_00869/FGLBJAKE_00866/FGLBJAKE_00863/FGLBJAKE_00861",9
"GO:0046134","GO:0046134","9/146","15/986",0.6,4.05205479452055,4.96344531138654,6.15722503748907e-05,0.0021498977422566,0.00192278255556676,"FGLBJAKE_02275/FGLBJAKE_00864/FGLBJAKE_00865/FGLBJAKE_00862/FGLBJAKE_00867/FGLBJAKE_00869/FGLBJAKE_00866/FGLBJAKE_00863/FGLBJAKE_00861",9
"GO:0019877","GO:0019877","5/146","5/986",1,6.75342465753425,5.37442279937659,6.71018482428917e-05,0.00224925395310173,0.00201164277679743,"FGLBJAKE_02132/FGLBJAKE_02135/FGLBJAKE_02133/FGLBJAKE_02136/FGLBJAKE_02134",5
"GO:0009067","GO:0009067","7/146","10/986",0.7,4.72739726027397,4.93668791334188,0.000111118824392602,0.00356412623704392,0.00318761195927053,"FGLBJAKE_02130/FGLBJAKE_02131/FGLBJAKE_02132/FGLBJAKE_02135/FGLBJAKE_02133/FGLBJAKE_02136/FGLBJAKE_02134",7
"GO:0019693","GO:0019693","25/146","82/986",0.304878048780488,2.05897093217508,4.17312746714846,0.000114834616229339,0.00356412623704392,0.00318761195927053,"FGLBJAKE_00711/FGLBJAKE_00713/FGLBJAKE_00721/FGLBJAKE_00716/FGLBJAKE_02275/FGLBJAKE_00720/FGLBJAKE_01744/FGLBJAKE_00723/FGLBJAKE_00722/FGLBJAKE_00719/FGLBJAKE_00709/FGLBJAKE_00715/FGLBJAKE_01718/FGLBJAKE_00718/FGLBJAKE_00717/FGLBJAKE_00864/FGLBJAKE_00865/FGLBJAKE_00862/FGLBJAKE_00859/FGLBJAKE_00867/FGLBJAKE_01118/FGLBJAKE_00869/FGLBJAKE_00866/FGLBJAKE_00863/FGLBJAKE_00861",25
"GO:0006220","GO:0006220","10/146","20/986",0.5,3.37671232876712,4.47463848697849,0.000184997083508651,0.00534577779242241,0.00478104985329073,"FGLBJAKE_02275/FGLBJAKE_00864/FGLBJAKE_00865/FGLBJAKE_00862/FGLBJAKE_00859/FGLBJAKE_00867/FGLBJAKE_00869/FGLBJAKE_00866/FGLBJAKE_00863/FGLBJAKE_00861",10
"GO:0006221","GO:0006221","10/146","20/986",0.5,3.37671232876712,4.47463848697849,0.000184997083508651,0.00534577779242241,0.00478104985329073,"FGLBJAKE_02275/FGLBJAKE_00864/FGLBJAKE_00865/FGLBJAKE_00862/FGLBJAKE_00859/FGLBJAKE_00867/FGLBJAKE_00869/FGLBJAKE_00866/FGLBJAKE_00863/FGLBJAKE_00861",10
"GO:0055072","GO:0055072","6/146","8/986",0.75,5.06506849315068,4.81058988438881,0.000208022643561811,0.00581076584349325,0.00519691656898278,"FGLBJAKE_01847/FGLBJAKE_01848/FGLBJAKE_01849/FGLBJAKE_01850/FGLBJAKE_01149/FGLBJAKE_01354",6
"GO:0006213","GO:0006213","9/146","17/986",0.529411764705882,3.57534246575342,4.46326282326989,0.000228621430590827,0.0061801535108101,0.00552728212498027,"FGLBJAKE_02275/FGLBJAKE_00864/FGLBJAKE_00865/FGLBJAKE_00862/FGLBJAKE_00867/FGLBJAKE_00869/FGLBJAKE_00866/FGLBJAKE_00863/FGLBJAKE_00861",9
"GO:0009129","GO:0009129","8/146","14/986",0.571428571428571,3.85909980430528,4.48967703644993,0.0002634170671427,0.00652355223465306,0.00583440420936186,"FGLBJAKE_00864/FGLBJAKE_00865/FGLBJAKE_00862/FGLBJAKE_00867/FGLBJAKE_00869/FGLBJAKE_00866/FGLBJAKE_00863/FGLBJAKE_00861",8
"GO:0009130","GO:0009130","8/146","14/986",0.571428571428571,3.85909980430528,4.48967703644993,0.0002634170671427,0.00652355223465306,0.00583440420936186,"FGLBJAKE_00864/FGLBJAKE_00865/FGLBJAKE_00862/FGLBJAKE_00867/FGLBJAKE_00869/FGLBJAKE_00866/FGLBJAKE_00863/FGLBJAKE_00861",8
"GO:0009165","GO:0009165","25/146","86/986",0.290697674418605,1.96320484230647,3.89584373097867,0.000272463398822025,0.00652355223465306,0.00583440420936186,"FGLBJAKE_00711/FGLBJAKE_00713/FGLBJAKE_00721/FGLBJAKE_00716/FGLBJAKE_02275/FGLBJAKE_00720/FGLBJAKE_01744/FGLBJAKE_00723/FGLBJAKE_00722/FGLBJAKE_00719/FGLBJAKE_00709/FGLBJAKE_00715/FGLBJAKE_01718/FGLBJAKE_00718/FGLBJAKE_00717/FGLBJAKE_00864/FGLBJAKE_00865/FGLBJAKE_00862/FGLBJAKE_00859/FGLBJAKE_00867/FGLBJAKE_01118/FGLBJAKE_00869/FGLBJAKE_00866/FGLBJAKE_00863/FGLBJAKE_00861",25
"GO:1901293","GO:1901293","25/146","86/986",0.290697674418605,1.96320484230647,3.89584373097867,0.000272463398822025,0.00652355223465306,0.00583440420936186,"FGLBJAKE_00711/FGLBJAKE_00713/FGLBJAKE_00721/FGLBJAKE_00716/FGLBJAKE_02275/FGLBJAKE_00720/FGLBJAKE_01744/FGLBJAKE_00723/FGLBJAKE_00722/FGLBJAKE_00719/FGLBJAKE_00709/FGLBJAKE_00715/FGLBJAKE_01718/FGLBJAKE_00718/FGLBJAKE_00717/FGLBJAKE_00864/FGLBJAKE_00865/FGLBJAKE_00862/FGLBJAKE_00859/FGLBJAKE_00867/FGLBJAKE_01118/FGLBJAKE_00869/FGLBJAKE_00866/FGLBJAKE_00863/FGLBJAKE_00861",25
"GO:0006144","GO:0006144","5/146","6/986",0.833333333333333,5.62785388127854,4.73802257492858,0.000354388048671174,0.00802641039963361,0.00717850044534497,"FGLBJAKE_00219/FGLBJAKE_00723/FGLBJAKE_00719/FGLBJAKE_00709/FGLBJAKE_00862",5
