Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
ERR1797971_2	(1, 31.1301329627378)	(2, 31.23613780923783)	(3, 31.342611151948333)	(4, 34.93056715930302)	(5, 34.983916472576674)	(6, 35.182891539776996)	(7, 35.26107343401927)	(8, 35.36147936144709)	(9, 37.0621490375726)	(10, 37.04523148910262)	(12, 37.03891714897148)	(14, 38.338309715655214)	(16, 38.37742487535592)	(18, 38.3591990688751)	(20, 38.34293270659515)	(22, 38.28885236175876)	(24, 38.369368913691844)	(26, 38.310937530277045)	(28, 38.27656175212874)	(30, 38.281545414523166)	(32, 38.22233261854611)	(34, 38.1055681870247)	(36, 38.074678839237706)	(38, 38.10981572904946)	(40, 38.04352418532457)	(42, 37.93345274825455)	(44, 37.79356925114675)	(46, 37.360328331271546)	(48, 37.29596977357345)	(50, 37.226899813706204)	(52, 37.04630580687199)	(54, 36.75805350780878)	(56, 36.39021250386867)	(58, 36.038348289173896)	(60, 35.590834805193765)	(62, 35.30798471836714)	(64, 35.029113227402846)	(66, 34.75918831175299)	(68, 34.394286465059366)	(70, 33.94228532342809)	(72, 33.65590776981135)	(74, 33.30119480115894)	(76, 32.91145872552008)	(78, 32.61005548248319)	(80, 32.39710115479698)	(82, 32.23846909853687)	(84, 32.09818595804396)	(86, 31.891135316446825)	(88, 31.730614244349297)	(90, 31.556542892756745)	(92, 31.352247414532947)	(94, 31.150479715128228)	(96, 30.94950137841473)	(98, 30.709588688578236)	(100, 30.535554262527747)
ERR1797971_2_paired	(1, 31.592812958495703)	(2, 31.70692930057073)	(3, 31.805753042117)	(4, 35.45435129206706)	(5, 35.52305661968578)	(6, 35.75148237691785)	(7, 35.838661252819435)	(8, 35.95541344073432)	(9, 37.71902727821655)	(10, 37.706787544467076)	(12, 37.71446242857036)	(14, 39.10919040558599)	(16, 39.14556339345644)	(18, 39.147446930983875)	(20, 39.150922387440644)	(22, 39.07484870302682)	(24, 39.161826293720054)	(26, 39.12720379283223)	(28, 39.10149025069049)	(30, 39.13419643603585)	(32, 39.098535647465894)	(34, 39.012343601287384)	(36, 38.99774814887617)	(38, 39.064237684288486)	(40, 39.02279283541161)	(42, 38.94822841326231)	(44, 38.89487599343586)	(46, 38.58759371362219)	(48, 38.55162331476769)	(50, 38.53908312880222)	(52, 38.45239580270839)	(54, 38.25654000011205)	(56, 37.99559577080046)	(58, 37.7860159689118)	(60, 37.464635706061244)	(62, 37.22532906134137)	(64, 36.978576843938626)	(66, 36.75423958783545)	(68, 36.442631861789366)	(70, 35.944638501674916)	(72, 35.78957189557375)	(74, 35.57179564671461)	(76, 35.22074285796383)	(78, 34.97989196833076)	(80, 34.82183815301654)	(82, 34.644269951456096)	(84, 34.49991118715888)	(86, 34.35280321181442)	(88, 34.27054835370616)	(90, 34.22000730938293)	(92, 34.23723858973955)	(94, 34.221730412116514)	(96, 34.17344592717613)	(98, 34.16215901923222)	(100, 34.14442137353946)
ERR1797972_1	(1, 32.134563337248316)	(2, 32.28484261020506)	(3, 32.38766671477303)	(4, 35.88120869382948)	(5, 35.929024179873885)	(6, 35.93568893016418)	(7, 35.89827967060976)	(8, 35.88567346423878)	(9, 37.59037805989346)	(10, 37.60646697995382)	(12, 37.57822896246388)	(14, 38.921497780336885)	(16, 38.968221068490124)	(18, 39.016165271065084)	(20, 39.058393636163146)	(22, 39.03630251158061)	(24, 39.029564623121104)	(26, 38.97887700985018)	(28, 38.94422927473673)	(30, 38.89354485583675)	(32, 38.86506840533015)	(34, 38.85098588257921)	(36, 38.821652158929446)	(38, 38.785058941129186)	(40, 38.73088359180534)	(42, 38.66723028541354)	(44, 38.581321925970066)	(46, 38.48960396595369)	(48, 38.38439693452655)	(50, 38.25084791160522)	(52, 38.087519984206146)	(54, 37.89549438226479)	(56, 37.65149823013385)	(58, 37.37764333271637)	(60, 36.97986318416963)	(62, 36.63184926675708)	(64, 36.299571946908884)	(66, 35.898655830868066)	(68, 35.47061151043005)	(70, 35.08253274027098)	(72, 34.707853857640515)	(74, 34.36276037077451)	(76, 34.04922780421822)	(78, 33.777959128596294)	(80, 33.55093736507014)	(82, 33.36138125190092)	(84, 33.218315607098134)	(86, 33.08205810845085)	(88, 32.987722592260454)	(90, 32.88803356888711)	(92, 32.76245860058339)	(94, 32.626071259066656)	(96, 32.46441321215453)	(98, 32.28484517678055)	(100, 32.130928143124365)
ERR1797972_1_paired	(1, 32.39559053270959)	(2, 32.531023646638154)	(3, 32.624210729317554)	(4, 36.08644698845553)	(5, 36.11527334926519)	(6, 36.123414784383904)	(7, 36.09383810101542)	(8, 36.08545473778288)	(9, 37.82552442344184)	(10, 37.8495152442776)	(12, 37.82195832244945)	(14, 39.22905109058344)	(16, 39.27659967949202)	(18, 39.322355395421496)	(20, 39.36628110722769)	(22, 39.34349586124466)	(24, 39.343642838690364)	(26, 39.32195170216792)	(28, 39.30534929540775)	(30, 39.26971919212417)	(32, 39.24844509735772)	(34, 39.24101131276585)	(36, 39.21450855802789)	(38, 39.178426296117216)	(40, 39.13219823705789)	(42, 39.086206229068026)	(44, 39.038753989289006)	(46, 38.974183966987354)	(48, 38.906519239062824)	(50, 38.793419564065566)	(52, 38.64726195810302)	(54, 38.484386646272426)	(56, 38.262461187212885)	(58, 38.023896391160854)	(60, 37.65390204612309)	(62, 37.33466320293897)	(64, 37.02825724533133)	(66, 36.656011975011566)	(68, 36.25995618098486)	(70, 35.89613093386413)	(72, 35.52604846943917)	(74, 35.20627342078999)	(76, 34.92437363833768)	(78, 34.710324067658824)	(80, 34.54455540227232)	(82, 34.39941239834073)	(84, 34.297892244182464)	(86, 34.21990799363013)	(88, 34.18659001926318)	(90, 34.16487657602893)	(92, 34.13293460348508)	(94, 34.127480669172655)	(96, 34.14716131854016)	(98, 34.19208351892619)	(100, 34.196822598165596)
ERR1797972_2	(1, 31.17352967722008)	(2, 31.38466315672389)	(3, 31.322741513276544)	(4, 34.80313583085625)	(5, 34.904015874509454)	(6, 35.16948242771009)	(7, 35.27695129533403)	(8, 35.39853802689948)	(9, 37.11128006604704)	(10, 37.091724570333106)	(12, 37.06742729870256)	(14, 38.412831581242415)	(16, 38.40061294623516)	(18, 38.401266333575634)	(20, 38.42623281668477)	(22, 38.37536266265626)	(24, 38.388229145632444)	(26, 38.32630308915242)	(28, 38.276373741990255)	(30, 38.247055140824855)	(32, 38.19492503826967)	(34, 38.110846573293045)	(36, 38.09329014445352)	(38, 38.08800364520192)	(40, 38.03205641709607)	(42, 37.95801634587304)	(44, 37.90335992059347)	(46, 37.76728741849184)	(48, 37.71322444455244)	(50, 37.614572890079224)	(52, 37.48556609644622)	(54, 37.24908225538394)	(56, 37.039518763033215)	(58, 36.82142816520799)	(60, 36.49167884836022)	(62, 36.18808066462414)	(64, 35.814853208130735)	(66, 35.41165352309201)	(68, 35.0038180857084)	(70, 34.5483080654284)	(72, 34.108192789629)	(74, 33.70604119061923)	(76, 33.3112875331199)	(78, 32.973349160179566)	(80, 32.69653838023753)	(82, 32.44940897490458)	(84, 32.254791094788104)	(86, 32.06792999667195)	(88, 31.910084200663512)	(90, 31.731667985283295)	(92, 31.541816328176594)	(94, 31.302769530679328)	(96, 31.056217660225585)	(98, 30.81534322093924)	(100, 30.638094612761737)
ERR1797972_2_paired	(1, 31.613267044166633)	(2, 31.84676581257839)	(3, 31.766972782727397)	(4, 35.28241998634207)	(5, 35.398379758057494)	(6, 35.689874567253064)	(7, 35.80797902234273)	(8, 35.93725887243653)	(9, 37.712954523703125)	(10, 37.70626890288263)	(12, 37.69527096020707)	(14, 39.11335274802849)	(16, 39.10063166120853)	(18, 39.11856773087692)	(20, 39.144289215633364)	(22, 39.09968042749748)	(24, 39.128445442763706)	(26, 39.08526458458813)	(28, 39.046998529865746)	(30, 39.031506315532695)	(32, 38.995638781609145)	(34, 38.92857597744499)	(36, 38.92889367039877)	(38, 38.96041507481719)	(40, 38.931638567073215)	(42, 38.879558323734585)	(44, 38.87328635598254)	(46, 38.80784050907764)	(48, 38.80332015778014)	(50, 38.76694674307238)	(52, 38.702343166103795)	(54, 38.54723418479579)	(56, 38.41614485791195)	(58, 38.273639538867236)	(60, 38.02217061713917)	(62, 37.79058733259339)	(64, 37.48413704072223)	(66, 37.13208526235421)	(68, 36.78995403670258)	(70, 36.36661845545311)	(72, 36.002921653748956)	(74, 35.69095318596918)	(76, 35.34349982647984)	(78, 35.04915950409779)	(80, 34.80503038116985)	(82, 34.58424881712977)	(84, 34.44265990917553)	(86, 34.319186568557974)	(88, 34.24392769339552)	(90, 34.188028842067354)	(92, 34.15871641132914)	(94, 34.13081949107225)	(96, 34.12458318308798)	(98, 34.15754925754899)	(100, 34.15052844571282)
ERR1797973_1	(1, 32.17403247313318)	(2, 32.32051158627565)	(3, 32.42781921018113)	(4, 35.91649193807628)	(5, 35.958256092887254)	(6, 35.96157120468377)	(7, 35.925480246178616)	(8, 35.91485454638059)	(9, 37.63062220132975)	(10, 37.64814800357696)	(12, 37.6178370949521)	(14, 38.96930816328746)	(16, 39.00993590037966)	(18, 39.05583382108716)	(20, 39.09645517076116)	(22, 39.07772047655985)	(24, 39.07505579597668)	(26, 39.02873202651488)	(28, 38.996437427932804)	(30, 38.94430432248697)	(32, 38.917399765544175)	(34, 38.90335504359726)	(36, 38.874343807585916)	(38, 38.84049975911501)	(40, 38.79131697291484)	(42, 38.73539902994739)	(44, 38.65199727887635)	(46, 38.567605144000794)	(48, 38.47546765920744)	(50, 38.35072215398771)	(52, 38.18338876749547)	(54, 37.99703419230888)	(56, 37.756599747676105)	(58, 37.491638911316755)	(60, 37.10208778817484)	(62, 36.760233165813204)	(64, 36.42974322161335)	(66, 36.03421883962737)	(68, 35.61332179562433)	(70, 35.22790366604407)	(72, 34.85511857636555)	(74, 34.51164511921928)	(76, 34.19967605770218)	(78, 33.9374379940334)	(80, 33.71797571862629)	(82, 33.53158160824336)	(84, 33.393924083238495)	(86, 33.26285382330815)	(88, 33.17705153018326)	(90, 33.08868253863553)	(92, 32.982632943881725)	(94, 32.87096045895896)	(96, 32.73615827688331)	(98, 32.59028127183933)	(100, 32.46842528014882)
ERR1797973_1_paired	(1, 32.417622137473565)	(2, 32.55020420409565)	(3, 32.646976991342385)	(4, 36.107650731107775)	(5, 36.13288976449112)	(6, 36.1367599183039)	(7, 36.10585580277261)	(8, 36.0984728613516)	(9, 37.846398322699585)	(10, 37.87203047336743)	(12, 37.84098559473675)	(14, 39.24950682307011)	(16, 39.29318950964267)	(18, 39.336658015074015)	(20, 39.379622788150456)	(22, 39.359264156740835)	(24, 39.365053771214775)	(26, 39.34621674770004)	(28, 39.32938456811322)	(30, 39.292408950422036)	(32, 39.27339816003037)	(34, 39.265686735228726)	(36, 39.2382091617545)	(38, 39.2037808103705)	(40, 39.163699852656464)	(42, 39.12388284015463)	(44, 39.07551424884619)	(46, 39.01527341650315)	(48, 38.954708267357006)	(50, 38.850164959598146)	(52, 38.70223925271682)	(54, 38.541199850384956)	(56, 38.3230639429668)	(58, 38.088788294091486)	(60, 37.72032193315552)	(62, 37.40517039236099)	(64, 37.09787261503513)	(66, 36.72404571570931)	(68, 36.331328812307774)	(70, 35.96278040338653)	(72, 35.589990968496174)	(74, 35.266978512028814)	(76, 34.98135530414689)	(78, 34.76356045140835)	(80, 34.59041427622161)	(82, 34.43458100853323)	(84, 34.32753187600862)	(86, 34.24203403607731)	(88, 34.209391252443496)	(90, 34.18650328725113)	(92, 34.15787806475666)	(94, 34.151241330544124)	(96, 34.165441194898634)	(98, 34.210013775334595)	(100, 34.22174508727452)
ERR1797973_2	(1, 31.004331671491325)	(2, 31.177331679005935)	(3, 31.349294670388346)	(4, 34.86319039432497)	(5, 34.969342855735356)	(6, 35.20681170141617)	(7, 35.32710649120332)	(8, 35.45715866764301)	(9, 37.18436689831147)	(10, 37.165570125084855)	(12, 37.14564689099724)	(14, 38.500247752505494)	(16, 38.49214940379922)	(18, 38.49897721987831)	(20, 38.52399882438107)	(22, 38.47265692383609)	(24, 38.484000268856036)	(26, 38.42637158325311)	(28, 38.37872973038415)	(30, 38.35328828881484)	(32, 38.30403125409651)	(34, 38.22272152860519)	(36, 38.20813575476322)	(38, 38.20825340015213)	(40, 38.15795636433165)	(42, 38.081121087915086)	(44, 38.03200355357541)	(46, 37.90134331997125)	(48, 37.85749688769917)	(50, 37.77087080549101)	(52, 37.65433782929645)	(54, 37.42907934759829)	(56, 37.23269671369421)	(58, 37.02692981438079)	(60, 36.70887170640921)	(62, 36.415541611316)	(64, 36.051952984427224)	(66, 35.658290806209074)	(68, 35.2574901454244)	(70, 34.80678028617304)	(72, 34.38403596325189)	(74, 33.99390018260502)	(76, 33.602297445784174)	(78, 33.263704769355755)	(80, 32.98742649250585)	(82, 32.73685817927688)	(84, 32.54631754903491)	(86, 32.36482400784191)	(88, 32.21628916885912)	(90, 32.055747799680546)	(92, 31.89333038732803)	(94, 31.692054824087165)	(96, 31.485608207456664)	(98, 31.282779812752626)	(100, 31.129353902211548)
ERR1797973_2_paired	(1, 31.364692247907893)	(2, 31.535282447991037)	(3, 31.755795687458203)	(4, 35.32073779528982)	(5, 35.43880969508558)	(6, 35.689945523885264)	(7, 35.822462522818874)	(8, 35.961066676306324)	(9, 37.74695016899525)	(10, 37.739902832251886)	(12, 37.732874618179196)	(14, 39.154325880673085)	(16, 39.144130243823085)	(18, 39.16915505991649)	(20, 39.19359325464963)	(22, 39.14824982377501)	(24, 39.17450535904712)	(26, 39.132833372494446)	(28, 39.095858875413455)	(30, 39.082832179586816)	(32, 39.048975256204024)	(34, 38.97976521409077)	(36, 38.98416093119761)	(38, 39.01921762983156)	(40, 38.990529515652014)	(42, 38.93408446636395)	(44, 38.92787797173108)	(46, 38.86222939530629)	(48, 38.8619378726693)	(50, 38.82933768578188)	(52, 38.766991650385265)	(54, 38.61389722414289)	(56, 38.48630721002603)	(58, 38.34627594600389)	(60, 38.100171155223464)	(62, 37.86982609312717)	(64, 37.56357876388698)	(66, 37.21273012632933)	(68, 36.86740454015048)	(70, 36.441285528859524)	(72, 36.08264537842838)	(74, 35.767594268986606)	(76, 35.415510587066585)	(78, 35.11366627918227)	(80, 34.866177362793685)	(82, 34.636944348482416)	(84, 34.48982649931342)	(86, 34.36296280978389)	(88, 34.28498821995554)	(90, 34.227092309411994)	(92, 34.19645714830794)	(94, 34.168668750077586)	(96, 34.16088207779271)	(98, 34.189019747138055)	(100, 34.18373868434293)
ERR1797974_1	(1, 32.12989432051228)	(2, 32.28493793313192)	(3, 32.386341764952995)	(4, 35.87981829914634)	(5, 35.927611351669135)	(6, 35.936370665335296)	(7, 35.90089894754244)	(8, 35.88931220274269)	(9, 37.599824261235185)	(10, 37.61908631332713)	(12, 37.58961364622998)	(14, 38.93374030671109)	(16, 38.975751303443175)	(18, 39.02027254353528)	(20, 39.063179962011475)	(22, 39.043831120563325)	(24, 39.03691811383364)	(26, 38.99200182511519)	(28, 38.95789952460345)	(30, 38.90318666677969)	(32, 38.87848502616826)	(34, 38.863697531219316)	(36, 38.83190375443354)	(38, 38.80177143229159)	(40, 38.749691665429225)	(42, 38.68333489886932)	(44, 38.60404215079773)	(46, 38.513088045757996)	(48, 38.411616723056795)	(50, 38.29161636763782)	(52, 38.12727426731733)	(54, 37.93987476945636)	(56, 37.698841902107716)	(58, 37.4241336242835)	(60, 37.02360382195023)	(62, 36.66647063402314)	(64, 36.33078416313266)	(66, 35.92515719652221)	(68, 35.49756804778208)	(70, 35.09987916615265)	(72, 34.71265031673382)	(74, 34.35391088028288)	(76, 34.0224743124805)	(78, 33.72791844485522)	(80, 33.46986810814737)	(82, 33.26012869867557)	(84, 33.109957725365)	(86, 32.96680287762008)	(88, 32.86772521138716)	(90, 32.76263715633491)	(92, 32.63885464383512)	(94, 32.50554705327761)	(96, 32.34236815408075)	(98, 32.1711208998107)	(100, 32.03771038404742)
ERR1797974_1_paired	(1, 32.394058430690315)	(2, 32.53524338521126)	(3, 32.62591075488952)	(4, 36.089303225326084)	(5, 36.1176474855524)	(6, 36.12671874256375)	(7, 36.09933030811949)	(8, 36.09194725149068)	(9, 37.83911068502415)	(10, 37.864230288803675)	(12, 37.83535310986568)	(14, 39.2437824888093)	(16, 39.28684570875279)	(18, 39.3318254829531)	(20, 39.373204129709464)	(22, 39.35145012482734)	(24, 39.35460295483297)	(26, 39.336160579369135)	(28, 39.31721769079665)	(30, 39.27977407275931)	(32, 39.26221868608314)	(34, 39.253661653776305)	(36, 39.226469544166505)	(38, 39.1958162594804)	(40, 39.15290314973923)	(42, 39.11247013288471)	(44, 39.06496973433349)	(46, 39.00218561924024)	(48, 38.94088005960313)	(50, 38.84004905652203)	(52, 38.69360640845582)	(54, 38.538106697629026)	(56, 38.32181181776632)	(58, 38.08841730187098)	(60, 37.72476262504927)	(62, 37.40601433216574)	(64, 37.10233614648493)	(66, 36.72505246703131)	(68, 36.33220070564094)	(70, 35.963783669789294)	(72, 35.58835848796153)	(74, 35.26859007382721)	(76, 34.97942719402335)	(78, 34.758207662743715)	(80, 34.58347510111205)	(82, 34.42736781871976)	(84, 34.31866124394593)	(86, 34.232875613325355)	(88, 34.19780487636251)	(90, 34.17478272107638)	(92, 34.14564729449375)	(94, 34.136679845584034)	(96, 34.1516441110648)	(98, 34.19481499792995)	(100, 34.19906338412417)
ERR1797974_2	(1, 31.061683093033242)	(2, 31.29869342217144)	(3, 31.197071347606347)	(4, 34.784362141475945)	(5, 34.835067564244454)	(6, 35.0738629916631)	(7, 35.1971053834917)	(8, 35.331829142265136)	(9, 37.03595738535038)	(10, 37.01958403759146)	(12, 36.99640557815029)	(14, 38.320815392240775)	(16, 38.30904938890956)	(18, 38.30987593166782)	(20, 38.33714016033527)	(22, 38.282135889068314)	(24, 38.29088461761715)	(26, 38.22718062775512)	(28, 38.18170877097881)	(30, 38.146814049652036)	(32, 38.089975562578545)	(34, 38.008394923153986)	(36, 37.985289118064806)	(38, 37.979592969537194)	(40, 37.9292116191714)	(42, 37.85843642671052)	(44, 37.80978406489761)	(46, 37.66731010697552)	(48, 37.6135303315461)	(50, 37.51802963893089)	(52, 37.38652291675748)	(54, 37.15718361353272)	(56, 36.951098005837046)	(58, 36.739853594918834)	(60, 36.42421626134775)	(62, 36.13364362500337)	(64, 35.76186013987759)	(66, 35.356268908795315)	(68, 34.942564357405715)	(70, 34.479321392431736)	(72, 34.02471842189498)	(74, 33.599567787284926)	(76, 33.195257075709875)	(78, 32.853631988258954)	(80, 32.575044824314375)	(82, 32.319229001569134)	(84, 32.12106297641365)	(86, 31.931239938491004)	(88, 31.773374983331667)	(90, 31.598370356645738)	(92, 31.42070772524667)	(94, 31.201044230429055)	(96, 30.978067830550515)	(98, 30.760222953551516)	(100, 30.597413737425494)
ERR1797974_2_paired	(1, 31.51682687842685)	(2, 31.778682884827298)	(3, 31.646422903722197)	(4, 35.29255579124797)	(5, 35.345198832888094)	(6, 35.59885753707691)	(7, 35.73579173744016)	(8, 35.88297280472368)	(9, 37.65367585962738)	(10, 37.64883391247554)	(12, 37.6392371904398)	(14, 39.04080730368881)	(16, 39.02787411989691)	(18, 39.04848938471366)	(20, 39.07829540469416)	(22, 39.03012074893694)	(24, 39.05451300038656)	(26, 39.010825743393696)	(28, 38.975935670931904)	(30, 38.96071225203635)	(32, 38.923279834459585)	(34, 38.855199249816266)	(36, 38.85583603266739)	(38, 38.8892612020025)	(40, 38.861814541905694)	(42, 38.81204478071896)	(44, 38.808787371725685)	(46, 38.737873053499854)	(48, 38.73682904213301)	(50, 38.70319848646504)	(52, 38.64021032983946)	(54, 38.485593233623455)	(56, 38.35511267807177)	(58, 38.219064055021946)	(60, 37.97415306459527)	(62, 37.74896940038559)	(64, 37.44460607136668)	(66, 37.09983117049342)	(68, 36.760464552978796)	(70, 36.34429027299314)	(72, 35.98770694491674)	(74, 35.675127336985625)	(76, 35.32995781612729)	(78, 35.03251694065945)	(80, 34.78921705014909)	(82, 34.563393281439104)	(84, 34.41794566367899)	(86, 34.293597659241755)	(88, 34.219693784115904)	(90, 34.1629461688004)	(92, 34.1343694127669)	(94, 34.108142880636564)	(96, 34.102869764113116)	(98, 34.134244419924826)	(100, 34.129653104678674)
