Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
ERR1797974_1	(1, 32.12989432051228)	(2, 32.28493793313192)	(3, 32.386341764952995)	(4, 35.87981829914634)	(5, 35.927611351669135)	(6, 35.936370665335296)	(7, 35.90089894754244)	(8, 35.88931220274269)	(9, 37.599824261235185)	(10, 37.61908631332713)	(12, 37.58961364622998)	(14, 38.93374030671109)	(16, 38.975751303443175)	(18, 39.02027254353528)	(20, 39.063179962011475)	(22, 39.043831120563325)	(24, 39.03691811383364)	(26, 38.99200182511519)	(28, 38.95789952460345)	(30, 38.90318666677969)	(32, 38.87848502616826)	(34, 38.863697531219316)	(36, 38.83190375443354)	(38, 38.80177143229159)	(40, 38.749691665429225)	(42, 38.68333489886932)	(44, 38.60404215079773)	(46, 38.513088045757996)	(48, 38.411616723056795)	(50, 38.29161636763782)	(52, 38.12727426731733)	(54, 37.93987476945636)	(56, 37.698841902107716)	(58, 37.4241336242835)	(60, 37.02360382195023)	(62, 36.66647063402314)	(64, 36.33078416313266)	(66, 35.92515719652221)	(68, 35.49756804778208)	(70, 35.09987916615265)	(72, 34.71265031673382)	(74, 34.35391088028288)	(76, 34.0224743124805)	(78, 33.72791844485522)	(80, 33.46986810814737)	(82, 33.26012869867557)	(84, 33.109957725365)	(86, 32.96680287762008)	(88, 32.86772521138716)	(90, 32.76263715633491)	(92, 32.63885464383512)	(94, 32.50554705327761)	(96, 32.34236815408075)	(98, 32.1711208998107)	(100, 32.03771038404742)
ERR1797974_2	(1, 31.061683093033242)	(2, 31.29869342217144)	(3, 31.197071347606347)	(4, 34.784362141475945)	(5, 34.835067564244454)	(6, 35.0738629916631)	(7, 35.1971053834917)	(8, 35.331829142265136)	(9, 37.03595738535038)	(10, 37.01958403759146)	(12, 36.99640557815029)	(14, 38.320815392240775)	(16, 38.30904938890956)	(18, 38.30987593166782)	(20, 38.33714016033527)	(22, 38.282135889068314)	(24, 38.29088461761715)	(26, 38.22718062775512)	(28, 38.18170877097881)	(30, 38.146814049652036)	(32, 38.089975562578545)	(34, 38.008394923153986)	(36, 37.985289118064806)	(38, 37.979592969537194)	(40, 37.9292116191714)	(42, 37.85843642671052)	(44, 37.80978406489761)	(46, 37.66731010697552)	(48, 37.6135303315461)	(50, 37.51802963893089)	(52, 37.38652291675748)	(54, 37.15718361353272)	(56, 36.951098005837046)	(58, 36.739853594918834)	(60, 36.42421626134775)	(62, 36.13364362500337)	(64, 35.76186013987759)	(66, 35.356268908795315)	(68, 34.942564357405715)	(70, 34.479321392431736)	(72, 34.02471842189498)	(74, 33.599567787284926)	(76, 33.195257075709875)	(78, 32.853631988258954)	(80, 32.575044824314375)	(82, 32.319229001569134)	(84, 32.12106297641365)	(86, 31.931239938491004)	(88, 31.773374983331667)	(90, 31.598370356645738)	(92, 31.42070772524667)	(94, 31.201044230429055)	(96, 30.978067830550515)	(98, 30.760222953551516)	(100, 30.597413737425494)
trim_paired_ERR1797969_pass_1	(1, 32.422099338796656)	(2, 32.51216929217203)	(3, 32.57864339891097)	(4, 36.06560023466472)	(5, 36.10376079438965)	(6, 36.11922615728182)	(7, 36.10872714511226)	(8, 36.11672029735827)	(9, 37.82903039448262)	(10, 37.83488534503066)	(12, 37.84172093428569)	(14, 39.25284649176933)	(16, 39.29401487908363)	(18, 39.353556881979756)	(20, 39.41417167722615)	(22, 39.35232502991646)	(24, 39.3500557321058)	(26, 39.262987064903015)	(28, 39.26742053880923)	(30, 39.25182274091789)	(32, 39.25019702670803)	(34, 39.209995085904104)	(36, 39.22879836928218)	(38, 39.22763258170287)	(40, 39.197935391153386)	(42, 39.16081174162123)	(44, 39.09180212818683)	(46, 38.97081422582944)	(48, 38.92237094148125)	(50, 38.809920624596316)	(52, 38.70861772659458)	(54, 38.57425618160334)	(56, 38.39205109788635)	(58, 38.20517922897379)	(60, 37.910093629427095)	(62, 37.55006735207192)	(64, 37.214716099002196)	(66, 36.76870431651278)	(68, 36.21021718449852)	(70, 35.84874810579645)	(72, 35.38257717566224)	(74, 35.07293473287969)	(76, 34.79062581178264)	(78, 34.60492970404307)	(80, 34.46736507689285)	(82, 34.342809890484446)	(84, 34.25082898024441)	(86, 34.19640533480944)	(88, 34.124570133317405)	(90, 34.08324245957872)	(92, 34.03955873983829)	(94, 34.0287851241858)	(96, 34.07750154834764)	(98, 34.157602998433916)	(100, 34.22056686664973)
trim_paired_ERR1797969_pass_2	(1, 31.827170260378224)	(2, 31.942885092248897)	(3, 32.06950542222244)	(4, 35.560414803861164)	(5, 35.53712200461449)	(6, 35.830563840287525)	(7, 35.9179293960023)	(8, 36.03114334095631)	(9, 37.80660396954592)	(10, 37.79663653356019)	(12, 37.809107075188734)	(14, 39.20593925449118)	(16, 39.24536846653048)	(18, 39.24739496684267)	(20, 39.242692147231914)	(22, 39.17217357048813)	(24, 39.26522273753625)	(26, 39.2351971372618)	(28, 39.20457381981174)	(30, 39.24478211076294)	(32, 39.20834389459735)	(34, 39.129896279142685)	(36, 39.119827011277174)	(38, 39.17662781626163)	(40, 39.126203591995235)	(42, 39.044069065731904)	(44, 38.976398759563764)	(46, 38.65374318611983)	(48, 38.61010485929336)	(50, 38.57285846917234)	(52, 38.48069101340363)	(54, 38.28340634124619)	(56, 38.008678588798176)	(58, 37.7860634970245)	(60, 37.45944802819505)	(62, 37.22269118048748)	(64, 36.971412468209735)	(66, 36.75161200291947)	(68, 36.42973235066701)	(70, 35.95006376475719)	(72, 35.79421422173316)	(74, 35.576587508980204)	(76, 35.23113196082536)	(78, 34.99098056002827)	(80, 34.83035515830932)	(82, 34.65660181521413)	(84, 34.51473277981489)	(86, 34.3668904176328)	(88, 34.28748805191306)	(90, 34.241061491217565)	(92, 34.25858755044575)	(94, 34.24174615041444)	(96, 34.19346429359803)	(98, 34.19251131299369)	(100, 34.26095798861521)
trim_paired_ERR1797970_pass_1	(1, 32.4518788825699)	(2, 32.543833151985375)	(3, 32.61496497353899)	(4, 36.08300039699855)	(5, 36.12142479259668)	(6, 36.1396440516339)	(7, 36.12747771026375)	(8, 36.13380123760366)	(9, 37.857239308995204)	(10, 37.86103839383631)	(12, 37.85840066416434)	(14, 39.27788271616156)	(16, 39.31781710828926)	(18, 39.36881396394916)	(20, 39.43668077362514)	(22, 39.3794815728493)	(24, 39.37520531385924)	(26, 39.30108399047721)	(28, 39.303049517826786)	(30, 39.28769432459508)	(32, 39.29070128401431)	(34, 39.24706251362492)	(36, 39.255322166056196)	(38, 39.2545890833635)	(40, 39.226266030951734)	(42, 39.186879323944076)	(44, 39.12074649883422)	(46, 39.008900104398435)	(48, 38.962464171953116)	(50, 38.850371212869916)	(52, 38.75174916437271)	(54, 38.61390413930724)	(56, 38.432699336106)	(58, 38.24096544279336)	(60, 37.94177791313439)	(62, 37.58879693964075)	(64, 37.2611898637326)	(66, 36.82853087997023)	(68, 36.285714294303965)	(70, 35.92229188626348)	(72, 35.45882860689136)	(74, 35.13995274469917)	(76, 34.856922499392184)	(78, 34.66384440321947)	(80, 34.519563958561356)	(82, 34.39280348070439)	(84, 34.295119445019246)	(86, 34.23702186910713)	(88, 34.16908369574767)	(90, 34.12816851442011)	(92, 34.098263107107854)	(94, 34.098744502666406)	(96, 34.137934366730995)	(98, 34.20817926479095)	(100, 34.269216707670545)
trim_paired_ERR1797970_pass_2	(1, 31.87890257976911)	(2, 31.97671586168116)	(3, 32.03851233012964)	(4, 35.56662003822429)	(5, 35.62129517083563)	(6, 35.81966431196776)	(7, 35.910678593910504)	(8, 36.03314641800524)	(9, 37.80471578191392)	(10, 37.793930223677)	(12, 37.80652752592452)	(14, 39.217778919383974)	(16, 39.25018207960947)	(18, 39.2541017000971)	(20, 39.26086643146221)	(22, 39.190557805077866)	(24, 39.268429549841215)	(26, 39.23793818297719)	(28, 39.21096474186008)	(30, 39.247410950803015)	(32, 39.21351753167498)	(34, 39.14142299034714)	(36, 39.13130422360037)	(38, 39.18106506141227)	(40, 39.1326746274642)	(42, 39.05893495492232)	(44, 38.996231780723946)	(46, 38.69477896886417)	(48, 38.64496191284558)	(50, 38.61926510132261)	(52, 38.52972979872388)	(54, 38.33829284329681)	(56, 38.08272241876978)	(58, 37.87636486134879)	(60, 37.564478911225834)	(62, 37.3272743601807)	(64, 37.072567985017166)	(66, 36.84091964459715)	(68, 36.52316440366263)	(70, 36.03290674554145)	(72, 35.86411861766677)	(74, 35.63782292165061)	(76, 35.28482367527987)	(78, 35.037404064426994)	(80, 34.871719748189484)	(82, 34.68923865511071)	(84, 34.53896026663885)	(86, 34.39186983948761)	(88, 34.31134655773862)	(90, 34.260952141065616)	(92, 34.27144447170684)	(94, 34.25272373978787)	(96, 34.20636602006707)	(98, 34.20523629829535)	(100, 34.2739726663573)
trim_paired_ERR1797971_pass_1	(1, 32.44407571662823)	(2, 32.537024830005144)	(3, 32.605495182588655)	(4, 36.074078508917516)	(5, 36.11825772545243)	(6, 36.137434769415314)	(7, 36.12673260838285)	(8, 36.1353228869422)	(9, 37.85768086127878)	(10, 37.85991982140746)	(12, 37.85966310174903)	(14, 39.280216381050614)	(16, 39.31821327676573)	(18, 39.37369905674758)	(20, 39.43954469301201)	(22, 39.377194867601325)	(24, 39.373323949721694)	(26, 39.29804087427148)	(28, 39.29743187740141)	(30, 39.2809373900358)	(32, 39.28984297646642)	(34, 39.24694440210106)	(36, 39.25694396758665)	(38, 39.2567679536366)	(40, 39.22929378587415)	(42, 39.187126940890366)	(44, 39.11452243305273)	(46, 39.00428253123874)	(48, 38.95669216292723)	(50, 38.84289629574031)	(52, 38.74222324768989)	(54, 38.60570645135576)	(56, 38.42473680099879)	(58, 38.234951559417254)	(60, 37.93541076638692)	(62, 37.5764015580582)	(64, 37.24728656165492)	(66, 36.80929669745346)	(68, 36.25868761431772)	(70, 35.892953462582575)	(72, 35.42553214705083)	(74, 35.11086715847955)	(76, 34.82992272879737)	(78, 34.642741315808934)	(80, 34.50074543636757)	(82, 34.37558293576895)	(84, 34.279372749560736)	(86, 34.225993195695736)	(88, 34.15902836275653)	(90, 34.119080231162386)	(92, 34.088379436483116)	(94, 34.08913923598965)	(96, 34.1281311697811)	(98, 34.19757900571576)	(100, 34.25795972126145)
trim_paired_ERR1797971_pass_2	(1, 31.808457929745433)	(2, 31.800384865792033)	(3, 31.90392508971654)	(4, 35.5164809889263)	(5, 35.606066390951845)	(6, 35.832152142725874)	(7, 35.91407221202024)	(8, 36.02851646809596)	(9, 37.7894016238017)	(10, 37.77741468915124)	(12, 37.79077283729359)	(14, 39.19036289788342)	(16, 39.22715073945804)	(18, 39.229307035001916)	(20, 39.230276536364585)	(22, 39.156067886821106)	(24, 39.24291990831034)	(26, 39.21209029209341)	(28, 39.18703989554559)	(30, 39.22196659082847)	(32, 39.18792359812119)	(34, 39.11012995542309)	(36, 39.09840023905416)	(38, 39.15140604587617)	(40, 39.09860032937617)	(42, 39.014361555874984)	(44, 38.94845740262959)	(46, 38.63218608471179)	(48, 38.58049073059679)	(50, 38.553755420613044)	(52, 38.465864847670495)	(54, 38.26901044170012)	(56, 38.007639878789355)	(58, 37.796326792060384)	(60, 37.47530589187755)	(62, 37.23527783090628)	(64, 36.98845316794724)	(66, 36.76333445200604)	(68, 36.44913423152073)	(70, 35.954064660947644)	(72, 35.79836416760687)	(74, 35.57858281365385)	(76, 35.227325273210184)	(78, 34.98646169232896)	(80, 34.82824501122883)	(82, 34.650627193188186)	(84, 34.50573414062848)	(86, 34.35839210564814)	(88, 34.27668207838157)	(90, 34.22692367348458)	(92, 34.243736661963766)	(94, 34.2272556145328)	(96, 34.180113922068756)	(98, 34.179564144167045)	(100, 34.246806623623684)
trim_paired_ERR1797972_pass_1	(1, 32.493996384062775)	(2, 32.58164150058487)	(3, 32.67753725482442)	(4, 36.12318458056902)	(5, 36.149989139976256)	(6, 36.15643260868238)	(7, 36.12838481643652)	(8, 36.12187578051878)	(9, 37.86461417548577)	(10, 37.88878099940713)	(12, 37.864359611877)	(14, 39.278147197081665)	(16, 39.32679824983521)	(18, 39.37273436934374)	(20, 39.41655372920422)	(22, 39.395028747805824)	(24, 39.39558105343103)	(26, 39.37866525801352)	(28, 39.36438131011721)	(30, 39.330034376990824)	(32, 39.310961078663496)	(34, 39.30678941934201)	(36, 39.28341965138016)	(38, 39.24338876064595)	(40, 39.193189863745225)	(42, 39.14258193502653)	(44, 39.0912800987666)	(46, 39.02176380742256)	(48, 38.94677817841783)	(50, 38.82757890641675)	(52, 38.681063933688904)	(54, 38.517166582040616)	(56, 38.294621399980926)	(58, 38.05539940833277)	(60, 37.684021295590554)	(62, 37.36411555164403)	(64, 37.05655735977956)	(66, 36.68297012114671)	(68, 36.285965684800004)	(70, 35.921700762588124)	(72, 35.5501366084215)	(74, 35.2291590446933)	(76, 34.946693854804394)	(78, 34.7314353802986)	(80, 34.56453148538769)	(82, 34.41873717438629)	(84, 34.31653766704096)	(86, 34.238201332285115)	(88, 34.20439811609423)	(90, 34.18215644021842)	(92, 34.149988886642575)	(94, 34.14402067467454)	(96, 34.163049849181135)	(98, 34.213185110694745)	(100, 34.29309394978261)
trim_paired_ERR1797972_pass_2	(1, 31.843027879294688)	(2, 31.942892703256174)	(3, 31.862958785119528)	(4, 35.34059062537163)	(5, 35.48534107598266)	(6, 35.774220106367174)	(7, 35.88384136049493)	(8, 36.01297809182841)	(9, 37.780542035851745)	(10, 37.772488717642005)	(12, 37.76817422065882)	(14, 39.1875047067372)	(16, 39.17691890949661)	(18, 39.196311139244116)	(20, 39.219638492052994)	(22, 39.176791918455905)	(24, 39.205500834637164)	(26, 39.163455096927535)	(28, 39.129139602624896)	(30, 39.117242206733565)	(32, 39.08228456082617)	(34, 39.02376291681338)	(36, 39.024401870017584)	(38, 39.04471109574587)	(40, 39.00568959115427)	(42, 38.94289782796618)	(44, 38.92553887234282)	(46, 38.849082669640985)	(48, 38.82851157486627)	(50, 38.780327117626)	(52, 38.71478747297737)	(54, 38.560143248829775)	(56, 38.42929479592778)	(58, 38.2845508489826)	(60, 38.03289800481761)	(62, 37.799604448145274)	(64, 37.493708329428394)	(66, 37.14123763811219)	(68, 36.797124972894224)	(70, 36.37397706915952)	(72, 36.01049516315548)	(74, 35.69798385153534)	(76, 35.35027587273474)	(78, 35.05529300700961)	(80, 34.811425290998905)	(82, 34.590685717785234)	(84, 34.449005385016406)	(86, 34.325140348756875)	(88, 34.24998067734368)	(90, 34.194271676982225)	(92, 34.164770979102336)	(94, 34.1369849957424)	(96, 34.13214741554971)	(98, 34.175691612368745)	(100, 34.25259554771581)
trim_paired_ERR1797973_pass_1	(1, 32.5141063571908)	(2, 32.599654218160275)	(3, 32.69862496161751)	(4, 36.1422753852594)	(5, 36.16614071285492)	(6, 36.16833072291065)	(7, 36.13838413497669)	(8, 36.13322478433168)	(9, 37.88352436117893)	(10, 37.90948628867396)	(12, 37.88175767178818)	(14, 39.29689430759457)	(16, 39.3413434519517)	(18, 39.38501965373048)	(20, 39.42815729613261)	(22, 39.408845339501205)	(24, 39.414956933501166)	(26, 39.40047773874271)	(28, 39.386000186601294)	(30, 39.35008710250675)	(32, 39.333262141093655)	(34, 39.32916957896586)	(36, 39.30477496365436)	(38, 39.26623318124403)	(40, 39.22190745218123)	(42, 39.1777133880006)	(44, 39.12562406671975)	(46, 39.060609174388546)	(48, 38.992620196129934)	(50, 38.88227809686978)	(52, 38.733918430228854)	(54, 38.57215110873102)	(56, 38.35317643018566)	(58, 38.11778297597546)	(60, 37.748802804814005)	(62, 37.432583509261406)	(64, 37.12435683725145)	(66, 36.74924939152476)	(68, 36.35559817438801)	(70, 35.986384057960876)	(72, 35.612349286322996)	(74, 35.2884534385273)	(76, 35.00229773149027)	(78, 34.7833727316438)	(80, 34.60880940984494)	(82, 34.45238721846961)	(84, 34.34497101944318)	(86, 34.25900236176621)	(88, 34.2259702988441)	(90, 34.20245113275229)	(92, 34.173731329472076)	(94, 34.16668362060662)	(96, 34.18051154487705)	(98, 34.22995163309442)	(100, 34.313678983861465)
trim_paired_ERR1797973_pass_2	(1, 31.60349538687428)	(2, 31.63278332187395)	(3, 31.8578836930762)	(4, 35.37822885583181)	(5, 35.524277587972364)	(6, 35.77133157254519)	(7, 35.89565220438478)	(8, 36.035288962620896)	(9, 37.811532836206844)	(10, 37.80299560786102)	(12, 37.802810065139624)	(14, 39.2249461477126)	(16, 39.216918240159956)	(18, 39.242685973817125)	(20, 39.26498413523951)	(22, 39.22146792436135)	(24, 39.247223356641946)	(26, 39.2070715540048)	(28, 39.17410200316054)	(30, 39.1651334235775)	(32, 39.13154770882663)	(34, 39.0710912978237)	(36, 39.07558673915986)	(38, 39.099939266972285)	(40, 39.06088476902687)	(42, 38.99464959474082)	(44, 38.97769008474006)	(46, 38.901880351190066)	(48, 38.88573609028232)	(50, 38.84224224022787)	(52, 38.77864414526613)	(54, 38.626009330882866)	(56, 38.49919900273062)	(58, 38.35690959549173)	(60, 38.11029392395916)	(62, 37.87848192638781)	(64, 37.57286819218321)	(66, 37.221637198143696)	(68, 36.87390789128)	(70, 36.44850266300691)	(72, 36.08991113626627)	(74, 35.774053391162454)	(76, 35.42184179507757)	(78, 35.11969458102909)	(80, 34.87228838818835)	(82, 34.64281611075661)	(84, 34.49591910510054)	(86, 34.36890757778312)	(88, 34.29092703294224)	(90, 34.233556111521594)	(92, 34.20237737432201)	(94, 34.174725270982314)	(96, 34.1686297211846)	(98, 34.207199107293135)	(100, 34.283029607193406)
trim_paired_ERR1797974_pass_1	(1, 32.49360780688146)	(2, 32.58661076298632)	(3, 32.679850951802614)	(4, 36.12652800622782)	(5, 36.15311192526549)	(6, 36.16014102175686)	(7, 36.13407466474668)	(8, 36.12882735105471)	(9, 37.87854635716484)	(10, 37.90371896309408)	(12, 37.87855143209212)	(14, 39.29364141417762)	(16, 39.337484476159965)	(18, 39.38285871619968)	(20, 39.42430077370086)	(22, 39.403672160987)	(24, 39.40739780204095)	(26, 39.39323875494796)	(28, 39.3766162737129)	(30, 39.340479448518124)	(32, 39.32499608706996)	(34, 39.31962794177625)	(36, 39.29595449352991)	(38, 39.26142927996207)	(40, 39.21461311614148)	(42, 39.16992515932251)	(44, 39.11848243402534)	(46, 39.05092625075409)	(48, 38.982744602834984)	(50, 38.87603105955536)	(52, 38.72906533239437)	(54, 38.57321654214069)	(56, 38.35609504417492)	(58, 38.121506453333026)	(60, 37.75702868703085)	(62, 37.437025023264475)	(64, 37.1321753229681)	(66, 36.7536770474998)	(68, 36.359830037788925)	(70, 35.99049760216502)	(72, 35.61417574833308)	(74, 35.29302973479699)	(76, 35.00333360098012)	(78, 34.780707816873274)	(80, 34.604694180728984)	(82, 34.44795896302818)	(84, 34.338329440717146)	(86, 34.252204777515644)	(88, 34.216543132379044)	(90, 34.19323548440209)	(92, 34.16372106726432)	(94, 34.154182153100294)	(96, 34.16855179677755)	(98, 34.216878787319715)	(100, 34.29571021257349)
trim_paired_ERR1797974_pass_2	(1, 31.75943652518602)	(2, 31.87583006275752)	(3, 31.748996674794874)	(4, 35.35524233140226)	(5, 35.43498079703908)	(6, 35.68549145152667)	(7, 35.81354427201417)	(8, 35.96052246295726)	(9, 37.72338899454493)	(10, 37.71737991815834)	(12, 37.71462584373687)	(14, 39.11766923734557)	(16, 39.10725343244317)	(18, 39.12834499130052)	(20, 39.15561889906139)	(22, 39.109852882691605)	(24, 39.13410696706155)	(26, 39.09132589402698)	(28, 39.060735078243695)	(30, 39.04956850632243)	(32, 39.01260015832162)	(34, 38.954087817669304)	(36, 38.95457754815119)	(38, 38.97642853362554)	(40, 38.9376141204132)	(42, 38.87641319606756)	(44, 38.861086351820866)	(46, 38.77917122571013)	(48, 38.76137208633724)	(50, 38.71594713079587)	(52, 38.65138891081831)	(54, 38.49733693797114)	(56, 38.36722909908916)	(58, 38.22919181037261)	(60, 37.98353687861098)	(62, 37.757488269717484)	(64, 37.45353059968784)	(66, 37.10828282434326)	(68, 36.76656858794238)	(70, 36.35090466960979)	(72, 35.994619023308545)	(74, 35.68125345327434)	(76, 35.335895702197305)	(78, 35.038219153489294)	(80, 34.7949301136483)	(82, 34.568837860588275)	(84, 34.4236854940029)	(86, 34.29886806281098)	(88, 34.225142059508926)	(90, 34.168877637277674)	(92, 34.139997591026685)	(94, 34.114006863166935)	(96, 34.11038952040217)	(98, 34.152376947253586)	(100, 34.23444745697136)
